1,64.93
2,47.6
3,65.79
4,60.76
5,73.75
6,70.83
7,67.4
8,71.69
9,68.14
10,63.46
11,62.37
12,68.13
13,71.45
14,78.81
15,77.0
16,74.02
17,72.74
18,67.79
19,69.78
20,78.52
21,79.6
22,73.38
23,74.85
24,68.82
25,68.95
26,71.68
27,68.94
28,60.9
29,63.91
30,66.69
31,71.3
32,77.7
33,78.84
34,80.3
35,80.62
36,81.17
37,80.22
38,78.19
39,79.45
40,79.99
41,79.99
42,79.69
43,79.76
44,79.87
45,79.57
46,79.43
47,79.09
48,78.93
49,78.97
50,79.02
