1,78.39
2,84.11
3,83.1
4,86.41
5,86.92
6,83.38
7,86.06
8,85.31
9,85.44
10,86.6
11,87.1
12,88.0
13,87.09
14,86.79
15,88.4
16,88.0
17,87.83
18,87.96
19,88.34
20,87.65
21,88.58
22,87.5
23,88.11
24,88.36
25,88.16
26,87.65
27,87.93
28,88.58
29,88.73
30,88.31
31,88.26
32,88.34
33,88.36
34,88.43
35,87.77
36,88.31
37,88.48
38,88.31
39,87.75
40,87.82
41,87.88
42,87.95
43,87.63
44,87.72
45,87.8
46,87.89
47,87.8
48,87.82
49,87.81
50,87.82
