1,20.14
2,30.36
3,53.61
4,28.54
5,48.34
6,48.56
7,45.15
8,19.04
9,59.39
10,30.34
11,62.03
12,45.05
13,41.41
14,56.06
15,62.26
16,56.5
17,59.12
18,47.41
19,49.03
20,49.34
21,43.8
22,54.96
23,59.05
24,51.74
25,63.76
26,59.07
27,58.21
28,66.53
29,70.27
30,66.35
31,71.4
32,78.2
33,68.52
34,73.18
35,72.21
36,69.84
37,75.02
38,70.18
39,64.59
40,63.28
41,65.33
42,63.18
43,68.17
44,68.67
45,67.98
46,69.16
47,70.06
48,70.18
49,70.52
50,70.6
