idx,gt_amp,ours_amp,LPA_amp
0,0.010658752078743613,0.007838235299810849,0.00294014
1,0.009831619077828065,0.006983487939985154,0.0031153404
2,0.009030101033805063,0.006120929866738063,0.0033106168
3,0.008287408714687585,0.005268999754668279,0.0035214303
4,0.007647828370453786,0.004459635038089893,0.003743553
5,0.007166537078406654,0.003749854385226889,0.003973209
6,0.006903165012083845,0.003238524193224455,0.0042069615
7,0.006906335763922036,0.0030587682496735656,0.0044417568
8,0.007195126841646584,0.003291048912851707,0.0046748263
9,0.007752221154097151,0.003879770712120866,0.0049037533
10,0.008534922435365098,0.004704299840979853,0.0051262854
11,0.009492839833780431,0.005669227319679347,0.0053404258
12,0.010579866952812789,0.006717058700713826,0.005544331
13,0.01175832433512427,0.007814594303229828,0.0057363883
14,0.01299865601814453,0.008941050029491948,0.0059150863
15,0.014277707592653335,0.010082380794480698,0.006079112
16,0.015576983935579472,0.011228013591072592,0.0062272814
17,0.016881289030227575,0.012369754591868974,0.006358608
18,0.018177762524567025,0.013500226830963469,0.0064722192
19,0.019455225993447466,0.014612910531780186,0.006567426
20,0.020703748626916367,0.01570166254544194,0.006643717
21,0.021914362660014244,0.016761017424974087,0.006700747
22,0.023078879739275547,0.01778542819077121,0.006738352
23,0.02418977527901259,0.018769694473340585,0.0067565637
24,0.025240118803341573,0.01970883935226317,0.0067556235
25,0.02622353554219389,0.020598014516967602,0.006735993
26,0.027134189320408824,0.021432847292284375,0.0066983
27,0.02796677990678944,0.022208952244797575,0.0066434485
28,0.028716550053112015,0.02292231832974691,0.0065725623
29,0.029379298827912056,0.023569173291869618,0.006487025
30,0.029951398778310885,0.024146228833630195,0.006388394
31,0.030429815090404794,0.02465038455814505,0.006278545
32,0.030812125364884996,0.02507900351190625,0.0061595733
33,0.031096538944649282,0.025429847514505624,0.006033807
34,0.03128191496796452,0.025701186317282236,0.005903759
35,0.03136777850268237,0.025891722896953837,0.0057721767
36,0.031354334263280714,0.026000704167138757,0.0056419102
37,0.031242477536197476,0.02602794414556766,0.005515911
38,0.03103380204909006,0.025973820019420314,0.0053970884
39,0.03073060462254031,0.025839363817882124,0.0052882773
40,0.030335886542521777,0.025626256609902903,0.005192052
41,0.029853351691129463,0.025336929363569138,0.0051106354
42,0.029287401572404878,0.024974443191641365,0.005045715
43,0.02864312746824131,0.024542749209038896,0.004998379
44,0.027926300052042816,0.024046600681000518,0.004968986
45,0.027143356866282605,0.023491702412867705,0.0049571595
46,0.0263013881186462,0.022884549182237365,0.004961787
47,0.02540812124351254,0.022232803426091973,0.0049811094
48,0.02447190456804563,0.021545160644340738,0.00501285
49,0.023501690147471044,0.020831495355717943,0.005054352
50,0.022507015289609477,0.020102948009735774,0.0051027536
51,0.02149798132568969,0.01937173831022692,0.005155133
52,0.020485226600725753,0.018651551075630844,0.005208691
53,0.019479888205536568,0.017957179308601544,0.0052608335
54,0.018493543412245576,0.017304457153391618,0.0053093103
55,0.017538117004935065,0.016709646047630762,0.0053522866
56,0.016625735040993683,0.016189132211223138,0.0053884317
57,0.015768500270750354,0.015758285991732745,0.005416966
58,0.014978162259029142,0.015430459769470654,0.005437706
