idx,gt_amp,ours_amp,LPA_amp
0,0.02277919694478244,0.02157838959628225,0.00087943574
1,0.022471988289824444,0.0213283530986213,0.0007877724
2,0.022121518109682842,0.02103709487290713,0.000692691
3,0.021728977052192712,0.020704779513666147,0.0005943277
4,0.021295890255917764,0.02033197865151884,0.00049293396
5,0.020824136671834755,0.01991955485497554,0.00038892718
6,0.020315971304669247,0.019468783448957742,0.00028321927
7,0.019774051044131352,0.018981188254341533,0.0001786283
8,0.01920146483820032,0.01845885829924152,9.155762e-05
9,0.018601769003218152,0.017904320556078726,0.000107529726
10,0.01797902841848041,0.01732068382789716,0.00020798434
11,0.017337864131081383,0.01671147236919831,0.0003242898
12,0.016683507360164856,0.01608105336042396,0.0004458981
13,0.016021858818145603,0.01543450661419615,0.0005706513
14,0.015359550331611377,0.014777773721754726,0.0006977606
15,0.014704002496555521,0.014117847726491448,0.0008267898
16,0.014063467009066973,0.013462655635151569,0.000957468
17,0.013447034931886788,0.012821562880519216,0.001089551
18,0.012864582577584126,0.012205224990446368,0.0012228427
19,0.012326616382484426,0.011625700085324478,0.0013571355
20,0.011843971216625249,0.011096147862429094,0.0014922904
21,0.01142732078766925,0.010630751341559896,0.0016281122
22,0.011086484608258148,0.010243774731533923,0.0017644267
23,0.010829570930145412,0.009948514040123611,0.0019010347
24,0.010662072679654135,0.009755727394948302,0.0020377794
25,0.010586103692241658,0.009672268064395625,0.0021744336
26,0.01059997848306958,0.00969974092476154,0.002310758
27,0.01069826830573056,0.009834135567128349,0.002446475
28,0.01087232803740701,0.010066346004430215,0.0025813319
29,0.011111150658876964,0.010383365261625711,0.0027149785
30,0.01140233765268808,0.01076989246878449,0.0028470305
31,0.011732993955057435,0.011209742592162817,0.002977043
32,0.01209043199988226,0.011687146860008305,0.0031045724
33,0.012462651639843137,0.012187156035498116,0.0032290611
34,0.012838619706891605,0.012696212135689144,0.003349911
35,0.013208398330942088,0.013202129163390792,0.0034664436
36,0.013563173472656394,0.013694281582874225,0.0035779711
37,0.013895226021412917,0.014163189868537287,0.0036836874
38,0.014197875699159281,0.01460061411271228,0.0037827534
39,0.014465417219280406,0.014999413802952073,0.0038742707
40,0.014693060102192403,0.015353361898425209,0.003957278
41,0.014876878192637291,0.015657244621893943,0.004030804
