idx,gt_amp,ours_amp,LPA_amp
0,0.012162865286424941,0.007370488714534147,0.003646989
1,0.012148571573906648,0.007408376705992094,0.0035984647
2,0.012123571622406385,0.0074501734177410805,0.003539886
3,0.01208817872619292,0.007496018829703207,0.0034713205
4,0.012042687671695449,0.007545755554380325,0.0033930189
5,0.011987353930016355,0.007598998011615972,0.0033054308
6,0.011922373063125095,0.007655036112364102,0.0032092521
7,0.011847860988830726,0.007712939242545698,0.0031054353
8,0.01176383580896832,0.007771454218743796,0.0029953085
9,0.011670201942511706,0.00782906913694264,0.0028805935
10,0.011566737315364117,0.007884000310679262,0.0027635256
11,0.011453084338893691,0.007934262056761593,0.0026468784
12,0.011328745360808086,0.007977647709446378,0.0025341595
13,0.011193083199633216,0.008011778254942146,0.0024296043
14,0.011045327287141608,0.008034136950357377,0.0023381824
15,0.010884585855212226,0.008042096850125743,0.0022654557
16,0.010709864532694874,0.008032978389591173,0.0022171696
17,0.010520091685973504,0.008004062607214354,0.0021986794
18,0.010314150870702612,0.007952613318468263,0.0022141277
19,0.010090920894132676,0.00787595853719644,0.002265709
20,0.0098493242588511,0.007771468097408789,0.0023533758
21,0.009588385225040064,0.0076366363385127044,0.0024749597
22,0.00930729946754132,0.00746907597229648,0.0026267443
23,0.009005518429550349,0.0072665980780778966,0.00280413
24,0.008682853152642693,0.007027165657903259,0.0030023272
25,0.008339604830890657,0.0067490410177220034,0.003216596
26,0.007976732914804207,0.006430760963935784,0.0034425312
27,0.007596076644321439,0.0060712576324762815,0.003676076
28,0.00720065264157289,0.005669794818095071,0.0039136563
29,0.0067950590979673105,0.005226316421502063,0.0041519436
30,0.006386023082977485,0.004741514026949537,0.004387924
31,0.005983121679300242,0.004217335712116387,0.0046188035
32,0.005599664230678104,0.003657612344946253,0.004842097
33,0.005253587413985329,0.003070282955414514,0.005055409
34,0.0049679081907157445,0.0024721692694023123,0.0052565425
35,0.0047698022684422425,0.0019034307666360739,0.005443425
36,0.004687126614373951,0.0014684791723356485,0.0056142053
37,0.004742208360648188,0.0013821257450131973,0.0057671065
38,0.00494540159295833,0.0017551505952939671,0.005900534
39,0.005292637515822613,0.002419973018087807,0.006013037
40,0.005768567737528626,0.0032270237896511863,0.006103315
41,0.006352460179245142,0.004112555989050466,0.0061702877
42,0.007023126863148784,0.005048827377012117,0.0062130243
43,0.007761476875139203,0.006021198458832251,0.0062308037
44,0.008551213920339732,0.00701994085349335,0.006223116
45,0.009378611239126974,0.008037722022890948,0.006189701
46,0.010231994569620045,0.009067826080775993,0.006130549
47,0.011101225877627702,0.010104035264372448,0.006045935
48,0.011977284737861225,0.011140162549372811,0.0059364447
49,0.012851959381811728,0.0121703948054162,0.0058029843
50,0.013717631128306686,0.013188582616141534,0.005646874
51,0.014567130807204915,0.014188690876448976,0.0054698694
52,0.015393648403878817,0.015164565114597529,0.0052742357
53,0.0161906813999999,0.016110412011970575,0.005062753
54,0.016952011138958688,0.017020188381985553,0.00483896
55,0.017671699533666207,0.0178880792925644,0.00460719
56,0.018344100610626732,0.018708339355625925,0.004372744
57,0.018963882925038054,0.01947571285116944,0.004141958
58,0.019526059962804456,0.0201849531042578,0.003922472
59,0.02002602640620889,0.020831229477585745,0.00372313
60,0.020459598682808,0.021410045110010555,0.0035537977
61,0.02082305861435246,0.021917549275821995,0.003424629
62,0.021113199285087397,0.022350211592976357,0.0033449952
63,0.021327372492608437,0.02270514145400915,0.003321815
64,0.021463537355401907,0.022980085332894615,0.0033581075
65,0.021520309848358152,0.02317349711981643,0.0034522228
66,0.02149701323528333,0.023284629372047953,0.0035983648
67,0.02139372957641778,0.02331351328347141,0.0037878032
68,0.02121135271608858,0.023261075261574043,0.0040104906
69,0.02095164340245841,0.023129231618015226,0.004256272
70,0.020617287450447632,0.022920849696649054,0.0045157457
71,0.02021195810655415,0.022639905396364946,0.0047804164
72,0.019740383957189217,0.022291479579196607,0.005042857
73,0.01920842373453326,0.02188187875171023,0.0052965996
74,0.018623149019631927,0.021418504930827427,0.0055361013
75,0.017992934775584404,0.0209101159308617,0.0057565263
76,0.01732755528411061,0.020366684362490523,0.005953694
77,0.01663827849246282,0.01979946366965621,0.006124012
78,0.015937943692740084,0.01922069340105466,0.006264442
79,0.015240994264092866,0.018643748809095622,0.0063724313
80,0.014563417689401545,0.01808267993689724,0.006445894
81,0.013922520105992724,0.017551884835117486,0.0064832317
82,0.01333643871704671,0.017065351456976848,0.0064833164
83,0.012823289107364976,0.0166362147271436,0.0064455024
84,0.012399884356989865,0.016275684116854795,0.006369656
85,0.012080078173575716,0.01599217800587232,0.0062562022
86,0.011872972610879676,0.015790371637979087,0.006106107
87,0.011781417981492537,0.015670771960762338,0.0059210276
88,0.011801280003013646,0.015629368019388502,0.0057033645
89,0.01192175748847668,0.01565789647486108,0.0054563894
90,0.012126668941106167,0.015744449451997954,0.0051844777
91,0.012396304010114207,0.015874396319210154,0.004893224
92,0.012709337757788795,0.01603139929860261,0.0045900303
93,0.013044432914363958,0.016198403816742084,0.0042844536
94,0.013381372212871508,0.016358479955751622,0.003988838
95,0.013701739295348014,0.01649550817005454,0.003718777
96,0.013989254238458705,0.016594630050328754,0.003493374
97,0.014229885028472309,0.016642601583785332,0.0033339472
98,0.01441183503454116,0.016628043948652,0.0032606816
99,0.014525476012603315,0.016541539882889027,0.0032874066
100,0.01456326989102848,0.016375785004632243,0.003416956
101,0.014519704446146071,0.0161256534444771,0.0036405707
102,0.014391257454783639,0.015788377694089202,0.0039417185
103,0.01417639927260683,0.015363545021223234,0.0043013273
104,0.013875643480753484,0.014853483030459493,0.0047011487
105,0.013491658316163084,0.014263461955242567,0.005125385
106,0.013029457647861464,0.0136022356766653,0.0055608666
107,0.01249669909171055,0.012882478276431214,0.0059968126
108,0.011904127678934597,0.012122010732277855,0.0064241276
109,0.011266212879223391,0.011344897788559802,0.006835163
110,0.010602023699128545,0.010583125751850364,0.007223362
111,0.0099363415976133,0.009877878746472916,0.007583132
112,0.009300858019655092,0.009280394786226201,0.00790951
113,0.008734929792526392,0.008848951549463713,0.008198183
114,0.008284692639608845,0.00864036730326449,0.008445418
115,0.007998674919940678,0.008695507115306776,0.0086479755
116,0.00791869331060281,0.009025713080183528,0.0088031655
117,0.008068293340868553,0.009609718101604067,0.008908712
118,0.008445345032144707,0.01040342539279204,0.0089628445
119,0.009024207281926553,0.011354017514120351,0.008964257
120,0.009765369340794354,0.01241073231415681,0.00891211
121,0.010625736124213966,0.013529039115289123,0.008806035
122,0.011565135624117,0.014671718474009983,0.008646142
123,0.012548870495533613,0.015807902801458953,0.008433044
124,0.013547925178233883,0.01691224595993499,0.008167793
125,0.014538241785287,0.017963304134588513,0.007851996
126,0.015499820543194164,0.018943085589833625,0.0074877683
127,0.016415937184503914,0.01983635055144206,0.0070778304
128,0.01727254544967058,0.020630540106069267,0.0066254106
129,0.01805784857741238,0.021315051196197136,0.006134566
130,0.018762001806425167,0.021881414871967767,0.005610211
131,0.019376908916578152,0.022323067579660537,0.0050585177
132,0.01989608310222797,0.02263546478111948,0.0044872984
133,0.020314550031021044,0.022815776658931683,0.0039074006
134,0.02062877711380051,0.02286305978789905,0.0033347418
135,0.020836617627533464,0.022778153894099852,0.0027948406
136,0.020937261664974977,0.022563644004909986,0.0023309279
137,0.020931188262827066,0.022223842532263092,0.0020137478
138,0.020820114762557684,0.02176474144468541,0.0019279076
139,0.02060694069235429,0.021193937315758724,0.0021042821
140,0.020295684372135497,0.02052061989676934,0.0024834618
141,0.019891411138560907,0.019755261818089603,0.002980695
142,0.019400152634944812,0.018909862555748336,0.003535227
143,0.018828817062890336,0.01799762549182341,0.0041108476
144,0.018185090686963327,0.01703295961889061,0.004685578
145,0.017477331253330976,0.016031031186640288,0.0052451394
146,0.016714454359610782,0.015008085983080215,0.0057791523
147,0.01590581423185269,0.01398094623679616,0.0062796418
148,0.015061080870443494,0.012966937686974144,0.006740083
149,0.014190116179447154,0.011983179532202768,0.007155137
150,0.013302852573816245,0.011046709129141798,0.0075201523
151,0.012409178771382121,0.010173407876168382,0.007831231
152,0.011518839150003478,0.009377321203394838,0.008085106
153,0.010641355316087162,0.00866914039778792,0.008279216
154,0.009785981457072105,0.008055412705232164,0.008411558
