width,phase_mean,phase_std,mag_mean
0.168,0.2464440960550313,0.0003580699328296235,0.8117427574533151
0.169,0.1539651258524524,0.00035440122904822105,0.8255645136263078
0.17,0.05905816291119939,0.0003530751154821293,0.839909056294256
0.171,-0.03778761275197463,0.0003544828708235538,0.8540426422994065
0.172,-0.1384926481702554,0.00035910570595193463,0.8673769739997719
0.173,-0.2483492765840337,0.00036801085897495225,0.8792679451380628
0.174,-0.37734009211366465,0.0003837974445210275,0.8880970650750761
0.175,-0.5429963215757047,0.000412744904832083,0.8884875150407678
0.175,-0.5429963215756907,0.00041274490483204327,0.8884875150407723
0.176,-0.7776798361158399,0.0004713882213005974,0.8623874510266307
0.177,-1.140486314022344,0.0006146083623117586,0.751634681060842
0.178,-1.6944922463051861,0.0011707843744971102,0.43216567545884726
0.179,0.9943301495559188,0.0005285882704006075,0.0488874931843779
0.18,0.41385084311020054,0.0006634346071499644,0.39722344829337497
0.181,0.10326283117738289,0.0003776398043492755,0.5874423245267797
0.182,-0.12115355643870135,0.00028228677306215593,0.6957737544448547
0.183,-0.30338334044142173,0.0002384241711999753,0.7642599263324004
0.184,-0.46429615692226345,0.00021480449129546652,0.8109959541263584
0.185,-0.6132487669450915,0.0002013782903037653,0.8437730768808872
0.186,-0.7534776985741115,0.00019406500785277468,0.8662065975526828
0.187,-0.8845609432033709,0.00019071549107542405,0.8803314148735477
0.188,-1.0044609161052638,0.00018987279240920634,0.8878294007436517
0.189,-1.1110759445013643,0.00019047289621778145,0.890422214202997
0.19,-1.2035547815065462,0.00019177888595889515,0.8897824035522468
0.191,-1.28272069608591,0.00019334616135550188,0.887273483721563
0.192,-1.3508999618098387,0.0001949674077152339,0.8837916899370101
0.193,-1.4113025100691363,0.0001965825960987583,0.8797852905806313
0.194,-1.4672602887749964,0.00019819817002726605,0.8753878395557715
0.195,-1.5214779199648154,0.0001998718078548389,0.8705735364418357
0.196,-1.575598989784581,0.0002016212698696381,0.8653117499609447
0.197,-1.6298350554029937,0.00020345742316423576,0.8596651634805091
0.198,-1.6832176697468233,0.00020532582484357876,0.8538371097316132
0.199,-1.7341292239966262,0.0002071752551963544,0.8481108972722832
0.2,-1.7811015874480292,0.0002089345651990799,0.8427566576942183
0.201,-1.8234243424488472,0.00021056180550181258,0.8379324244968472
0.202,-1.861361800422148,0.00021205852417572997,0.8336486100511448
0.203,-1.8960141754723168,0.0002134567975611704,0.8298013598249692
0.204,-1.928910535853637,0.00021480910288498034,0.8262331806247831
0.205,-1.9615503889856256,0.0002161807252497747,0.8227946139838769
0.205,-1.9615503889856294,0.00021618072524981385,0.8227946139838753
0.206,-1.9950011450448872,0.0002176121829146233,0.8194008405070002
0.207,-2.029550342578406,0.00021912071490067715,0.8160567323833013
0.208,-2.064717846702682,0.0002206759923753201,0.8128489282523584
0.209,-2.0994262853009182,0.00022222749297925534,0.8099000899169084
0.21,-2.1325057983247944,0.0002237099930312691,0.8073094742527575
0.211,-2.163220760722044,0.00022506194244969845,0.8051156654533991
0.212,-2.19150291368641,0.00022624706178176132,0.8032902038349786
0.213,-2.2179916403262308,0.00022725420788230827,0.801761953009513
0.214,-2.2437882867762795,0.0002280988225981691,0.8004481902774719
0.215,-2.270194809260528,0.00022876869394848468,0.7992942903516967
0.216,-2.298363412060631,0.00022922669790996505,0.7982863699850172
0.217,-2.3290232003267826,0.00022939896658020722,0.7974524531398025
0.218,-2.362475357431359,0.00022912123200504188,0.79687684082334
0.219,-2.3986497133970373,0.0002281966352473303,0.7966588462553882
0.22,-2.437488407217527,0.0002263952071088763,0.7969158426882549
0.221,-2.4793580612092767,0.00022351668091864787,0.7977939835435606
0.222,-2.5252112785136895,0.00021948706929705554,0.7994899439418717
0.223,-2.576628187858322,0.00021441401424156643,0.8023185788896254
0.224,-2.6354408380883285,0.0002086609443031353,0.806730013331472
