idx,gt_amp,ours_amp,LPA_amp
0,0.008091172401520255,0.01908507212863124,0.046563078
1,0.009122100084264005,0.018058668904269305,0.049752947
2,0.010094903813167327,0.017051229150814536,0.05298576
3,0.010998905690524332,0.01606798899535334,0.056253754
4,0.011825910419616137,0.015114183476230012,0.059548613
5,0.012569305883648444,0.014195061205003258,0.06286158
6,0.013223602060657803,0.013315899043243082,0.06618341
7,0.013784186121361829,0.012482021013068747,0.06950443
8,0.014247190278698236,0.0116988090069867,0.072814554
9,0.014609421225443613,0.010971747013623825,0.07610327
10,0.014868324465488445,0.010306446989563033,0.079359725
11,0.015021968961609556,0.00970865194037292,0.08257279
12,0.01506904384938566,0.009184168719719176,0.08573098
13,0.0150088624580633,0.008738769283347679,0.0888226
14,0.014841370946024085,0.00837797059338381,0.09183577
15,0.014567160226038243,0.008106692196820845,0.09475852
16,0.01418748094577697,0.007928888601338422,0.097578585
17,0.013704262417284781,0.00784707828771723,0.1002839
18,0.013120137900978247,0.007862062478113347,0.10286231
19,0.012438481084935908,0.007972858894550277,0.1053018
20,0.011663462994120714,0.008176799430881036,0.10759047
21,0.010800147134078928,0.008469913506479316,0.10971664
22,0.009854658553395465,0.008847334105912057,0.11166896
23,0.00883450250854377,0.009303731620387678,0.11343639
24,0.007749205247205096,0.009833594170341412,0.115008384
25,0.00661170649411281,0.0104313929611446,0.116374835
26,0.00544169318558064,0.011091629257662352,0.11752627
27,0.004274589566598681,0.011808843540761567,0.11845385
28,0.0031890048604583483,0.012577514309780212,0.11914947
29,0.0023897634694732225,0.013392008669845553,0.11960584
30,0.002284875917843923,0.014246480903402782,0.11981651
31,0.0029886362005697533,0.015134851773878575,0.119776
32,0.004120399481680022,0.01605074412639444,0.11947985
33,0.005420736671159963,0.016987507875380174,0.118924685
34,0.00678739585550772,0.017938182008486764,0.118108265
35,0.008175400787446926,0.0188955711403961,0.117029525
36,0.009559724513133673,0.01985223166642082,0.11568871
37,0.010923310124585323,0.020800586708354808,0.11408742
38,0.012252811596492573,0.02173292630039982,0.11222853
39,0.013536907776138802,0.022641552363996828,0.110116474
40,0.014765589326325297,0.023518799762438248,0.107756995
41,0.01592985853559202,0.024357160482100466,0.105157554
42,0.017021623443973784,0.025149383416037528,0.10232708
43,0.01803369309188132,0.025888594184781958,0.09927612
44,0.018959831454722312,0.026568389101405552,0.09601698
45,0.0197948500325976,0.027182978459722198,0.09256369
46,0.020534729769396992,0.027727361745077065,0.088932075
47,0.021176768471925997,0.02819733747607932,0.085140094
48,0.02171975286478054,0.028589867469415962,0.08120767
49,0.022164155947426753,0.028903102004018688,0.077157095
50,0.022512360760492935,0.029136639520788418,0.07301319
51,0.02276891090917,0.02929168920523997,0.068803765
52,0.022940785752978313,0.029371344003997563,0.06456004
53,0.023037693204247204,0.0293807366871858,0.0603174
54,0.023072364383232104,0.02932736661579327,0.05611616
55,0.02306082057947094,0.02922126044978876,0.052002814
56,0.023022563070386363,0.029075217367216768,0.048031334
57,0.02298061099039486,0.028904949309497212,0.044264793
58,0.02296128609094953,0.028729156858995,0.040776547
59,0.022993626875877585,0.028569368139824778,0.037650406
60,0.02310832696913954,0.028449690609609436,0.034978192
61,0.02333615565298692,0.028396070467022947,0.032852117
62,0.02370594304759112,0.028435354013432394,0.031351034
63,0.024242376249355786,0.02859388181343818,0.030521566
64,0.02496398980355298,0.02889589783192632,0.030361656
65,0.025881758688692302,0.029361793361432423,0.03081572
66,0.02699857029707422,0.030006565001657624,0.031785585
67,0.028309609438282764,0.03083868424685029,0.033151038
68,0.029803452643932176,0.03185963924668656,0.03478991
69,0.031463539415786536,0.033064078434549275,0.036591154
70,0.03326969598238069,0.034440582144100174,0.03846049
71,0.035199485485300934,0.03597280350493171,0.04032103
72,0.03722927852254062,0.03764061453728249,0.04211139
73,0.03933503211317617,0.03942144765632715,0.043783303
74,0.041492818461287446,0.04129121324721749,0.045299172
75,0.043679163942309876,0.04322519211933374,0.04662995
76,0.04587125696830976,0.045198586577134596,0.04775365
77,0.04804707245634496,0.04718703094734631,0.048654087
78,0.05018544777164641,0.04916681649553225,0.049319953
79,0.052266133694404276,0.05111519398459881,0.049744133
80,0.05426983525518274,0.05301045231946946,0.049923178
81,0.0561782511297663,0.05483208498982435,0.049856886
82,0.057974116185582035,0.056560838498918846,0.04954796
83,0.05964124917526106,0.058178843227310234,0.04900177
84,0.061164606008926654,0.05966964380758533,0.04822605
85,0.06253033815368267,0.06101826179489536,0.047230802
86,0.06372585526137486,0.06221135440488372,0.046028007
87,0.06473989095143266,0.06323723324908385,0.04463152
88,0.06556257067096126,0.06408592879087112,0.04305685
89,0.06618548065606096,0.06474932441552604,0.04132109
90,0.06660173719028702,0.06522119357907405,0.039442677
91,0.0668060555795854,0.06549730652630843,0.037441365
92,0.06679481853110007,0.0655755067519016,0.035338044
93,0.06656614393714096,0.06545577516132065,0.033154685
94,0.0661199524323137,0.06514033457247918,0.030914288
95,0.0654580355226622,0.06463368843606351,0.028640887
96,0.06458412559500736,0.0639427417939219,0.0263596
97,0.06350396971811821,0.0630768554569751,0.024096867
98,0.062225409858466446,0.06204789561430191,0.021880638
99,0.06075847295678253,0.060870337534732935,0.01974093
100,0.05911547522989945,0.05956130222690471,0.017710313
101,0.05731114600994718,0.058140628067233795,0.015824601
102,0.055362777248676026,0.0566308628752777,0.014123184
103,0.053290405155713226,0.05505728744063088,0.012648242
104,0.05111702963251454,0.05344779291484019,0.011441461
105,0.04886887396017322,0.05183271201961438,0.010536573
106,0.04657567940723828,0.0502444473448038,0.009947908
107,0.044271013439554925,0.04871694075028514,0.009659872
108,0.04199254065978215,0.047284780769237506,0.009625467
109,0.03978215575244552,0.04598204631411666,0.009776872
110,0.03768580234810582,0.04484076486040402,0.010041534
111,0.035752705424527034,0.04388904415288524,0.010354707
112,0.03403365863863578,0.04314914902951545,0.010665079
113,0.03257801046392957,0.042635614366916895,0.010935247
114,0.031429211170167906,0.04235387022421192,0.011139836
115,0.030619318903529032,0.042299570242465834,0.011263197
116,0.030163620484770993,0.042458846506015356,0.011297377
117,0.030057063031315646,0.04280945179262887,0.011240567
118,0.03027394015727634,0.04332256538591136,0.011096018
119,0.030771114323127395,0.04396489664941567,0.010871369
